Sample,IndividID,SampleDate,Month,Year,JulianDate,Season,Age,BodyCondition,SocialStatus,HoursAfterSunrise,Rainfall,MaxTemp
Feature492,ID 14,12/09/2007,9,2007,3802,DRY,564,-70.09524955,Subordinate,3.055277778,-8.49E-17,32.13
Feature493,ID 45,12/09/2007,9,2007,3802,DRY,1388,-141.7917469,Subordinate,3.038611111,-8.49E-17,32.13
Feature494,ID 86,18/09/2007,9,2007,3808,DRY,744,-101.2000945,Subordinate,3.87,0.413333333,31.62333333
Feature495,ID 25,20/09/2007,9,2007,3810,DRY,405,-115.5527441,Subordinate,4.075277778,0.413333333,31.41666667
Feature496,ID 23,20/09/2007,9,2007,3810,DRY,658,-100.1845396,Subordinate,10.99194444,0.413333333,31.41666667
Feature497,ID 26,21/09/2007,9,2007,3811,DRY,272,-122.593407,Subordinate,3.227777778,0.413333333,31.42333333
Feature498,ID 100,25/09/2007,9,2007,3815,DRY,577,-189.0298885,Dominant,12.005,0.413333333,30
Feature499,ID 34,26/09/2007,9,2007,3816,DRY,277,-61.10302422,Subordinate,3.490833333,0.413333333,29.77666667
Feature500,ID 54,26/09/2007,9,2007,3816,DRY,1058,-71.98785381,Subordinate,6.190833333,0.413333333,29.77666667
Feature501,ID 32,3/10/2007,10,2007,3823,WET,418,-72.09639508,Subordinate,4.523888889,0.513333333,30.68
Feature502,ID 29,7/10/2007,10,2007,3827,WET,675,-31.85061396,Subordinate,2.598055556,0.866666667,30.49
Feature503,ID 112,9/10/2007,10,2007,3829,WET,591,-30.8283699,Dominant,4.101111111,0.866666667,30.54
Feature504,ID 113,19/10/2007,10,2007,3839,WET,601,-8.19863473,Subordinate,11.75527778,1.973333333,30.95333333
Feature505,ID 70,20/10/2007,10,2007,3840,WET,3315,1.73008562,Subordinate,12.83805556,1.973333333,30.88666667
Feature506,ID 70,24/04/2007,4,2007,3661,WET,3136,-103.6668939,Subordinate,3.598333333,0.14,29.45
Feature507,ID 109,4/11/2007,11,2007,3855,WET,799,64.54626686,Subordinate,3.578055556,2.2106,31.93
Feature508,ID 109,6/11/2007,11,2007,3857,WET,801,35.12293792,Subordinate,3.883611111,2.0706,31.87333333
Feature509,ID 83,24/04/2007,4,2007,3661,WET,776,-70.5132262,Subordinate,3.598333333,0.14,29.45
Feature510,ID 15,9/11/2007,11,2007,3860,WET,453,13.14907144,Subordinate,12.48083333,2.0706,31.68333333
Feature511,ID 44,15/11/2007,11,2007,3866,WET,1452,228.23765,Subordinate,2.815555556,0.677266667,32.29
Feature512,ID 97,16/11/2007,11,2007,3867,WET,996,40.20425862,Subordinate,12.88944444,0.677266667,32.36
Feature513,ID 16,21/11/2007,11,2007,3872,WET,465,54.33919281,Subordinate,3.286111111,1.3106,33.22333333
Feature514,ID 24,8/11/2007,11,2007,3859,WET,454,13.09732237,Subordinate,11.62111111,2.0706,31.71
Feature515,ID 103,14/11/2007,11,2007,3865,WET,1360,-27.80665811,Dominant,3.891388889,1.137266667,32.10333333
Feature516,ID 33,3/11/2007,11,2007,3854,WET,315,5.257934036,Subordinate,1.633055556,2.2106,31.93666667
Feature517,ID 109,11/12/2007,12,2007,3892,WET,836,37.36036814,Subordinate,4.133611111,1.9,33.23666667
Feature518,ID 81,13/12/2007,12,2007,3894,WET,3290,-27.89961505,Dominant,12.1925,1.9,33.35333333
Feature519,ID 114,15/12/2007,12,2007,3896,WET,468,115.9430712,Subordinate,0.966388889,1.773333333,33.63333333
Feature520,ID 101,12/12/2007,12,2007,3893,WET,655,71.30605175,Subordinate,2.196666667,1.9,33.35333333
Feature521,ID 93,13/12/2007,12,2007,3894,WET,1467,69.83555524,Subordinate,13.82583333,1.9,33.35333333
Feature522,ID 115,12/12/2007,12,2007,3893,WET,316,72.17081283,Subordinate,2.096666667,1.9,33.35333333
Feature523,ID 114,16/12/2007,12,2007,3897,WET,469,150.1680482,Subordinate,0.877777778,1.773333333,33.68333333
Feature524,ID 112,29/12/2007,12,2007,3910,WET,672,134.7631341,Subordinate,12.75944444,2.2,33.71666667
Feature525,ID 93,29/12/2007,12,2007,3910,WET,1483,144.6175915,Subordinate,12.75944444,2.2,33.71666667
Feature526,ID 33,31/12/2007,12,2007,3912,WET,373,91.87411458,Subordinate,2.305833333,2.246666667,33.47333333
Feature527,ID 81,5/01/2008,1,2008,3917,WET,3313,73.38967296,Dominant,3.100277778,2.413333333,33.61333333
Feature528,ID 99,8/02/2007,2,2007,3586,WET,530,-122.3026606,Subordinate,11.76666667,0.34,36.9
Feature530,ID 81,3/04/2008,4,2008,4006,WET,3402,9.528362069,Dominant,10.46805556,1.086666667,31.09
Feature531,ID 94,3/04/2008,4,2008,4006,WET,1501,-54.20714736,Subordinate,10.43472222,1.086666667,31.09
Feature532,ID 135,22/04/2008,4,2008,4025,WET,133,6.607937945,Subordinate,5.359444444,1.513333333,28.17
Feature533,ID 16,21/08/2008,8,2008,4146,DRY,739,4.988015634,Subordinate,9.698888889,-9.04E-17,27.07666667
Feature534,ID 121,18/11/2008,11,2008,4235,WET,80,-40.02671832,Subordinate,1.606944444,1.573333333,34.99666667
Feature535,ID 49,18/12/2008,12,2008,4265,WET,968,-118.9019351,Subordinate,0.627777778,0.912933333,36.86
Feature536,ID 126,24/12/2008,12,2008,4271,WET,47,-30.71290875,Subordinate,12.74888889,1.192933333,37.01666667
Feature537,ID 123,16/01/2009,1,2009,4294,WET,45,-141.163228,Subordinate,1.035277778,2.0258,36.41
Feature538,ID 111,14/01/2009,1,2009,4292,WET,1080,83.02150582,Dominant,2.678611111,2.0258,36.51333333
Feature539,ID 45,27/01/2009,1,2009,4305,WET,1891,-13.10459089,Subordinate,13.36916667,0.379133333,35.37
Feature540,ID 111,4/02/2009,2,2009,4313,WET,1101,40.56646306,Subordinate,3.178888889,2.7658,33.59666667
Feature541,ID 111,7/02/2009,2,2009,4316,WET,1104,39.2527137,Subordinate,3.723055556,3.472466667,33.04333333
Feature542,ID 126,10/02/2009,2,2009,4319,WET,95,21.07674285,Subordinate,1.801944444,3.532466667,32.79666667
Feature543,ID 111,10/10/2008,10,2008,4196,WET,984,67.88901354,Subordinate,11.51527778,0.013333333,32.73666667
Feature544,ID 126,24/03/2009,3,2009,4361,WET,137,75.67671978,Subordinate,3.366944444,0.959966667,32.30666667
Feature545,ID 123,31/03/2009,3,2009,4368,WET,119,-2.473268992,Subordinate,2.9775,0.0528,33.26333333
Feature546,ID 37,2/05/2009,5,2009,4400,DRY,2350,-95.94509266,Subordinate,10.17166667,0.139466667,27.57666667
Feature547,ID 127,16/05/2009,5,2009,4414,DRY,46,-25.18693692,Subordinate,4.174166667,-6.64E-17,25.90333333
Feature548,ID 126,24/06/2009,6,2009,4453,DRY,229,58.30442813,Subordinate,4.018333333,0.573333333,21.15
Feature549,ID 123,4/07/2009,7,2009,4463,DRY,214,24.73581453,Subordinate,9.106111111,0.531666667,19.27066667
Feature550,ID 118,31/07/2009,7,2009,4490,DRY,127,-22.87688382,Subordinate,5.026388889,0.022733333,22.20766667
Feature551,ID 48,6/09/2009,9,2009,4527,DRY,1638,134.4320165,Subordinate,3.318611111,-4.35E-17,30.08333333
Feature552,ID 96,8/09/2009,9,2009,4529,DRY,1817,64.65560021,Subordinate,10.6225,-4.35E-17,30.40666667
Feature553,ID 127,17/09/2009,9,2009,4538,DRY,170,-13.98821825,Subordinate,3.326666667,0.120433333,30.47166667
Feature554,ID 98,10/10/2009,10,2009,4561,WET,1505,-24.44935553,Dominant,2.4275,1.068166667,32.528
Feature555,ID 45,23/10/2009,10,2009,4574,WET,2160,40.02736434,Subordinate,12.375,1.313033333,30.43866667
Feature556,ID 124,8/11/2009,11,2009,4590,WET,48,-105.1562775,Subordinate,0.959166667,0.668233333,27.24233333
Feature557,ID 123,8/11/2009,11,2009,4590,WET,341,36.51528218,Subordinate,11.62583333,0.668233333,27.24233333
Feature558,ID 94,11/11/2009,11,2009,4593,WET,2088,60.09458154,Subordinate,12.38722222,0.643,27.845
Feature559,ID 120,12/11/2009,11,2009,4594,WET,57,21.63743454,Subordinate,1.645833333,0.5945,28.08766667
Feature560,ID 116,27/06/2010,6,2010,4821,DRY,278,33.36406205,Subordinate,5.411944444,2.47E-16,21.91966667
Feature561,ID 127,27/06/2010,6,2010,4821,DRY,453,-34.49688623,Subordinate,5.411944444,2.47E-16,21.91966667
Feature562,ID 45,9/07/2010,7,2010,4833,DRY,2419,55.67952954,Subordinate,3.695277778,2.47E-16,23.16
Feature564,ID 117,23/07/2010,7,2010,4847,DRY,135,-19.35847099,Subordinate,4.741111111,2.47E-16,24.13
Feature565,ID 81,21/08/2010,8,2010,4876,DRY,4272,-68.67071112,Subordinate,1.524166667,2.47E-16,27.27
Feature566,ID 48,10/09/2010,9,2010,4896,DRY,2007,-44.48900374,Dominant,2.605,2.47E-16,32.09333333
Feature567,ID 98,8/10/2010,10,2010,4924,WET,1868,-3.665469774,Dominant,2.970277778,2.47E-16,33.01
Feature568,ID 119,9/10/2010,10,2010,4925,WET,59,-65.54993869,Subordinate,12.255,2.47E-16,32.74666667
Feature569,ID 121,16/10/2010,10,2010,4932,WET,777,61.78379122,Dominant,12.37638889,2.47E-16,33
Feature570,ID 45,8/11/2010,11,2010,4955,WET,2541,-130.8344989,Subordinate,13.20666667,0.926666667,34.426
Feature571,ID 127,11/11/2010,11,2010,4958,WET,590,-41.34531764,Dominant,3.418333333,0.953333333,34.93266667
Feature572,ID 115,11/11/2010,11,2010,4958,WET,1381,-45.63894994,Dominant,12.36833333,0.953333333,34.93266667
Feature573,ID 124,12/11/2010,11,2010,4959,WET,417,-104.6942744,Subordinate,4.176944444,0.953333333,35.206
Feature574,ID 125,12/12/2010,12,2010,4989,WET,109,-22.73023338,Subordinate,0.662222222,0.513333,36.94
Feature575,ID 119,23/12/2010,12,2010,5000,WET,134,62.99188876,Subordinate,1.345,3.8666695,35.91666667
Feature576,ID 136,12/01/2011,1,2011,5020,WET,68,19.06978549,Subordinate,1.194722222,5.7733374,34.37666667
Feature577,ID 130,9/01/2011,1,2011,5017,WET,61,-2.682356437,Subordinate,1.682777778,5.7733374,34.86666667
Feature578,ID 130,12/02/2011,2,2011,5051,WET,95,56.56660414,Subordinate,10.78361111,3.4599994,33.398
Feature579,ID 126,20/02/2011,2,2011,5059,WET,835,10.15791893,Subordinate,2.605833333,1.9666658,33.41333333
Feature580,ID 119,24/02/2011,2,2011,5063,WET,197,122.0030147,Subordinate,11.645,1.5666659,34.06666667
Feature581,ID 137,15/03/2011,3,2011,5082,WET,130,72.47579934,Subordinate,2.063055556,1.833335333,33.98666667
Feature582,ID 115,15/03/2011,3,2011,5082,WET,1505,23.10927973,Dominant,2.179722222,1.833335333,33.98666667
Feature583,ID 48,23/03/2011,3,2011,5090,WET,2201,-65.50149459,Dominant,11.56277778,2.1333352,33.76666667
Feature584,ID 130,29/05/2011,5,2011,5157,DRY,201,167.5441473,Subordinate,2.995277778,0.413333167,22.79333333
Feature585,ID 120,17/09/2011,9,2011,5268,DRY,731,98.25198246,Subordinate,3.383333333,0.02,31.62333333
Feature586,ID 115,21/09/2011,9,2011,5272,DRY,1695,-14.73933172,Dominant,11.81027778,0.02,31.19666667
Feature587,ID 137,21/09/2011,9,2011,5272,DRY,320,4.641678341,Subordinate,11.89361111,0.02,31.19666667
Feature588,ID 130,4/11/2011,11,2011,5316,WET,360,-44.08960856,Dominant,4.4275,2.45E-16,33.72
Feature589,ID 138,16/11/2011,11,2011,5328,WET,76,-24.78488695,Dominant,2.155833333,0.140000033,34.43666667
Feature590,ID 124,1/12/2011,11,2011,5343,WET,801,-102.916111,Dominant,13.28111111,0.880000367,34.81333333
Feature591,ID 139,12/01/2012,1,2012,5385,WET,48,-50.23413545,Subordinate,0.364722222,0.833333,37.51
Feature592,ID 119,6/02/2012,2,2012,5410,WET,544,-16.00434,Dominant,4.246111111,1.959999767,34.66666667
Feature593,ID 140,11/02/2012,2,2012,5415,WET,159,26.40611731,Subordinate,6.3825,1.999999767,35.06333333
Feature594,ID 138,18/02/2012,2,2012,5422,WET,170,48.0891035,Dominant,12.39833333,0.9866665,35.64666667
Feature595,ID 123,20/03/2012,3,2012,5453,WET,1204,-65.48608851,Dominant,1.581388889,0.42,34.46333333
Feature596,ID 98,18/03/2012,3,2012,5451,WET,2395,-85.52387287,Dominant,1.864722222,0.42,34.77333333
Feature597,ID 120,30/03/2012,3,2012,5463,WET,926,19.93711821,Subordinate,11.53361111,0.293333333,31.50666667
Feature598,ID 138,3/04/2012,4,2012,5467,WET,215,89.6040252,Dominant,12.10166667,0.34,31.27666667
Feature599,ID 124,7/04/2012,4,2012,5471,WET,929,-40.04203312,Dominant,11.31944444,0.459999967,30.16666667
Feature600,ID 127,11/05/2012,5,2012,5505,DRY,1137,4.287432837,Dominant,2.435555556,2.41E-16,29.80333333
Feature601,ID 134,25/05/2012,5,2012,5519,DRY,96,-5.641733518,Subordinate,4.456666667,2.41E-16,26.31333333
Feature602,ID 136,3/06/2012,6,2012,5528,DRY,576,-81.53682766,Dominant,3.398611111,2.41E-16,24.96333333
Feature604,ID 133,15/06/2012,6,2012,5540,DRY,204,119.1883458,Subordinate,8.403611111,0.880000367,23.32333333
Feature605,ID 124,9/08/2012,8,2012,5595,DRY,1053,64.66778766,Dominant,2.712222222,2.41E-16,25.24
Feature606,ID 123,9/10/2012,10,2012,5656,WET,1407,-68.55101247,Dominant,11.91361111,0.333333167,30.17533333
Feature607,ID 132,11/10/2012,10,2012,5658,WET,322,-79.54268407,Dominant,1.698888889,0.333333167,30.362
Feature608,ID 141,6/11/2012,11,2012,5684,WET,267,23.84995712,Subordinate,2.641111111,0.073333333,34.87
Feature609,ID 127,16/11/2012,11,2012,5694,WET,1326,-70.73881988,Dominant,2.860833333,0.240000033,35.11333333
Feature610,ID 122,21/11/2012,11,2012,5699,WET,1450,-26.81923717,Dominant,0.789444444,0.300000033,34.81333333
Feature612,ID 45,17/11/2012,11,2012,5695,WET,3281,87.72081491,Subordinate,12.4175,0.240000033,34.96333333
Feature613,ID 119,17/11/2012,11,2012,5695,WET,829,-63.45189483,Dominant,12.4175,0.240000033,34.96333333
Feature614,ID 127,5/10/2012,10,2012,5652,WET,1284,-102.5082886,Dominant,1.924166667,0.333333167,29.605
Feature615,ID 134,13/11/2012,11,2012,5691,WET,268,21.19529106,Subordinate,2.788888889,0.073333333,34.76
Feature616,ID 142,1/12/2012,11,2012,5709,WET,65,-25.8107356,Subordinate,3.481388889,0.300000033,33.38333333
Feature617,ID 126,27/11/2012,11,2012,5705,WET,1481,-51.70904223,Subordinate,1.426388889,0.273333367,33.94666667
Feature619,ID 98,4/12/2012,12,2012,5712,WET,2656,-80.60882445,Dominant,2.130833333,0.300000033,33.28666667
Feature620,ID 115,9/12/2012,12,2012,5717,WET,2140,-69.50308393,Dominant,4.371111111,0.3866667,33.19
Feature621,ID 120,9/12/2012,12,2012,5717,WET,1180,-79.46151596,Subordinate,1.687777778,0.3866667,33.19
Feature622,ID 142,5/01/2013,1,2013,5744,WET,100,15.69431035,Subordinate,2.058611111,0.3,36.24333333
Feature623,ID 96,20/01/2013,1,2013,5759,WET,3047,-22.4667612,Dominant,13.14861111,0.14,37.34666667
Feature624,ID 121,13/11/2012,11,2012,5691,WET,1536,-3.249365342,Dominant,2.922222222,0.073333333,34.76
Feature625,ID 48,16/01/2013,1,2013,5755,WET,2866,72.46649547,Dominant,2.6025,0.146666667,37
Feature626,ID 98,19/01/2013,1,2013,5758,WET,2702,-70.90739395,Dominant,2.995555556,0.14,37.40333333
Feature627,ID 132,27/01/2013,1,2013,5766,WET,430,-93.18573091,Dominant,1.836388889,0.086666667,37.40333333
Feature628,ID 136,2/02/2013,2,2013,5772,WET,820,-86.41444392,Dominant,0.905555556,0.086666667,37.55666667
Feature629,ID 130,31/01/2013,1,2013,5770,WET,814,-112.2026354,Dominant,2.1325,0.086666667,37.30333333
Feature630,ID 126,14/02/2013,2,2013,5784,WET,1560,-89.80885197,Subordinate,0.553333333,0.093333333,36.76
Feature631,ID 94,13/02/2013,2,2013,5783,WET,3278,-24.72309858,Subordinate,3.015277778,0.093333333,36.88666667
Feature632,ID 48,11/02/2013,2,2013,5781,WET,2892,-113.0312384,Dominant,12.84,0.073333333,37.05666667
Feature633,ID 142,3/02/2013,2,2013,5773,WET,129,10.37244026,Subordinate,13.7425,0.04,37.57666667
Feature634,ID 48,21/02/2013,2,2013,5791,WET,2902,-126.0111587,Dominant,12.85583333,0.133333333,36.26666667
Feature635,ID 138,22/02/2013,2,2013,5792,WET,540,-93.46273377,Dominant,1.695,0.133333333,36.08
Feature636,ID 134,24/02/2013,2,2013,5794,WET,371,-45.23137182,Subordinate,1.856666667,0.12,36.01666667
Feature637,ID 48,22/02/2013,2,2013,5792,WET,2903,-153.8544277,Dominant,12.61166667,0.133333333,36.08
Feature638,ID 137,10/03/2013,3,2013,5808,WET,856,-113.1965877,Subordinate,11.63611111,0.06,35.47666667
Feature639,ID 115,2/04/2013,4,2013,5831,WET,2254,-143.8737261,Subordinate,4.245,2.6066666,29.22333333
Feature640,ID 45,30/06/2013,6,2013,5920,DRY,3506,-128.5987714,Subordinate,10.02388889,0.513333267,22.53666667
Feature641,ID 98,6/04/2013,4,2013,5835,WET,2779,-91.05787636,Dominant,2.312777778,2.6066666,27.23
Feature642,ID 98,14/04/2013,4,2013,5843,WET,2787,-84.07592168,Dominant,1.330555556,1.013333333,27.01666667
Feature644,ID 124,4/04/2013,4,2013,5833,WET,1291,-45.59572523,Subordinate,3.462222222,2.6066666,28.25333333
Feature645,ID 94,10/07/2013,7,2013,5930,DRY,3425,-87.00372733,Subordinate,4.014722222,0.513333267,22.16666667
Feature646,ID 120,15/04/2013,4,2013,5844,WET,1307,-145.7708617,Subordinate,11.00555556,0.36,27.31333333
Feature647,ID 129,9/06/2013,6,2013,5899,DRY,831,-50.90527984,Subordinate,4.824166667,2.52E-16,21.99
Feature650,ID 122,1/06/2013,5,2013,5891,DRY,1642,-22.62340048,Subordinate,5.166388889,2.52E-16,22.8
Feature651,ID 142,20/08/2013,8,2013,5971,DRY,327,-27.48130723,Subordinate,10.37861111,2.52E-16,21.51
Feature652,ID 96,12/09/2013,9,2013,5994,DRY,3282,106.7937548,Dominant,10.36361111,2.52E-16,25.67666667
Feature653,ID 138,15/09/2013,9,2013,5997,DRY,745,-74.20854701,Subordinate,2.454166667,2.52E-16,26.55
Feature654,ID 121,22/09/2013,9,2013,6004,DRY,1849,-32.25563181,Dominant,10.80555556,2.52E-16,28
Feature655,ID 144,29/09/2013,9,2013,6011,DRY,43,-124.9516173,Subordinate,4.34,2.52E-16,29.27333333
Feature656,ID 120,3/10/2013,10,2013,6015,WET,1478,-20.26780573,Subordinate,3.098888889,2.52E-16,29.58666667
Feature657,ID 115,16/04/2013,4,2013,5845,WET,2268,-91.06563531,Subordinate,11.16361111,2.52E-16,27.44
Feature658,ID 141,6/11/2013,11,2013,6049,WET,632,24.50081251,Subordinate,1.905,2.52E-16,34.21
Feature659,ID 124,20/11/2013,11,2013,6063,WET,1521,163.5288772,Subordinate,13.79972222,0.2,36.05
Feature660,ID 146,28/11/2013,11,2013,6071,WET,56,-91.71357483,Subordinate,1.444444444,0.213333333,35.09333333
Feature661,ID 147,4/12/2013,12,2013,6077,WET,57,-121.7790593,Subordinate,2.514166667,0.3466667,35.42
Feature662,ID 124,8/12/2013,12,2013,6081,WET,1539,73.73026714,Subordinate,1.841111111,0.253333367,35.53333333
Feature663,ID 144,22/12/2013,12,2013,6095,WET,127,65.63245612,Subordinate,13.56777778,1.400000733,35.00666667
Feature664,ID 147,21/01/2014,1,2014,6125,WET,105,-14.88187382,Subordinate,1.388333333,1.019999733,36.26
Feature665,ID 148,26/01/2014,1,2014,6130,WET,81,41.87851283,Subordinate,13.43694444,1.266666333,36.04
Feature666,ID 132,12/02/2014,2,2014,6147,WET,811,56.62513483,Subordinate,12.01416667,1.559999667,32.93
Feature667,ID 124,19/02/2014,2,2014,6154,WET,1612,245.6808147,Subordinate,12.36472222,0.879999933,33.15333333
Feature668,ID 150,27/02/2014,2,2014,6162,WET,77,-18.32038671,Subordinate,2.361111111,2.059999933,33.03666667
Feature669,ID 144,8/03/2014,3,2014,6171,WET,203,80.52549368,Subordinate,12.12333333,3.4000036,32.30666667
Feature670,ID 142,8/03/2014,3,2014,6171,WET,527,140.2109602,Dominant,12.54,3.4000036,32.30666667
Feature671,ID 149,12/03/2014,3,2014,6175,WET,90,-26.93231823,Subordinate,11.65388889,3.3200036,31.62666667
Feature672,ID 153,14/03/2014,3,2014,6177,WET,70,-91.39031497,Subordinate,2.319722222,3.3200036,31.46333333
Feature673,ID 134,16/03/2014,3,2014,6179,WET,756,11.17270471,Subordinate,11.81916667,3.233336933,31.58666667
Feature674,ID 154,21/03/2014,3,2014,6184,WET,77,-54.58648942,Subordinate,4.777222222,3.193336933,31.01
Feature675,ID 145,29/03/2014,3,2014,6192,WET,182,79.11837673,Subordinate,1.645833333,1.633337,30.07
Feature676,ID 141,30/03/2014,3,2014,6193,WET,776,42.64380851,Subordinate,3.387777778,1.633337,29.85333333
Feature677,ID 132,4/04/2014,4,2014,6198,WET,862,67.57211266,Subordinate,3.431111111,0.066666667,29.99
Feature678,ID 137,14/04/2014,4,2014,6208,WET,1256,83.85566928,Subordinate,2.766111111,0.013333333,29.42
Feature679,ID 164,15/04/2014,4,2014,6209,WET,41,-55.89749702,Subordinate,10.32444444,0.013333333,29.41666667
Feature680,ID 150,17/04/2014,4,2014,6211,WET,126,75.9986312,Subordinate,2.024166667,0.013333333,29.79
Feature681,ID 163,26/04/2014,4,2014,6220,WET,52,-43.51333586,Subordinate,2.812222222,0.193333333,28.97333333
Feature682,ID 145,27/04/2014,4,2014,6221,WET,211,59.67656068,Subordinate,2.32,0.193333333,28.88333333
Feature683,ID 168,17/05/2014,5,2014,6241,DRY,35,-81.30955688,Subordinate,10.4675,0.4666666,27.11333333
Feature684,ID 167,20/05/2014,5,2014,6244,DRY,38,-113.798253,Dominant,10.33972222,0.4666666,26.44333333
Feature685,ID 169,21/05/2014,5,2014,6245,DRY,39,-77.86709166,Subordinate,9.830555556,0.4666666,25.90666667
Feature686,ID 173,21/06/2014,6,2014,6276,DRY,39,-13.70779608,Dominant,5.179166667,2.67E-16,25.12233333
Feature687,ID 159,7/03/2014,3,2014,6170,WET,41,-57.23705732,Subordinate,1.866111111,3.4000036,32.36333333
Feature688,ID 174,28/06/2014,6,2014,6283,DRY,46,-37.21879454,Subordinate,8.676666667,2.67E-16,24.54566667
Feature689,ID 151,23/02/2014,2,2014,6158,WET,73,-26.71999473,Subordinate,2.486944444,1.0799997,33.63333333
Feature690,ID 175,2/07/2014,7,2014,6287,DRY,46,-98.46883903,Dominant,5.139444444,2.67E-16,24.88566667
Feature691,ID 146,31/05/2014,5,2014,6255,DRY,240,72.71292894,Subordinate,10.09333333,0.293333267,24.52666667
Feature692,ID 151,9/07/2014,7,2014,6294,DRY,209,45.03163111,Subordinate,7.461944444,2.67E-16,24.819
Feature693,ID 144,16/07/2014,7,2014,6301,DRY,333,11.7003961,Subordinate,1.734444444,2.67E-16,23.55233333
Feature694,ID 159,16/07/2014,7,2014,6301,DRY,172,58.50262889,Subordinate,2.151111111,2.67E-16,23.55233333
Feature696,ID 162,16/07/2014,7,2014,6301,DRY,133,56.75881157,Subordinate,4.534444444,2.67E-16,23.55233333
Feature697,ID 147,16/07/2014,7,2014,6301,DRY,281,46.21143033,Subordinate,9.667777778,2.67E-16,23.55233333
Feature698,ID 176,19/07/2014,7,2014,6304,DRY,32,-147.2408183,Dominant,2.732777778,2.67E-16,23.55233333
Feature699,ID 163,24/07/2014,7,2014,6309,DRY,141,57.19247082,Subordinate,4.248055556,0.006666667,25.24933333
Feature700,ID 164,28/06/2014,6,2014,6283,DRY,115,46.91225486,Subordinate,2.426666667,2.67E-16,24.54566667
Feature701,ID 165,27/06/2014,6,2014,6282,DRY,111,14.20525799,Subordinate,5.078611111,2.67E-16,24.59566667
Feature702,ID 177,1/08/2014,7,2014,6317,DRY,45,-64.62975634,Subordinate,2.116666667,0.006666667,25.88
Feature703,ID 180,23/08/2014,8,2014,6339,DRY,51,-106.7384239,Subordinate,4.288333333,2.67E-16,27.66
Feature704,ID 179,23/08/2014,8,2014,6339,DRY,51,-76.30686927,Subordinate,3.338333333,2.67E-16,27.66
Feature705,ID 149,18/07/2014,7,2014,6303,DRY,218,18.24577848,Dominant,9.0275,2.67E-16,23.51566667
Feature706,ID 138,28/08/2014,8,2014,6344,DRY,1092,-4.405798837,Subordinate,1.487222222,2.67E-16,29.21666667
Feature707,ID 170,18/07/2014,7,2014,6303,DRY,82,-31.43329036,Dominant,8.4275,2.67E-16,23.51566667
Feature708,ID 154,28/08/2014,8,2014,6344,DRY,237,29.04051111,Subordinate,10.10388889,2.67E-16,29.21666667
Feature709,ID 175,4/09/2014,9,2014,6351,DRY,110,-32.85140784,Subordinate,3.376666667,2.67E-16,30.30333333
Feature710,ID 169,6/08/2014,8,2014,6322,DRY,116,5.374742659,Subordinate,9.27,0.006666667,26.72666667
Feature711,ID 178,6/08/2014,8,2014,6322,DRY,34,-90.46789122,Subordinate,9.103333333,0.006666667,26.72666667
Feature712,ID 168,6/08/2014,8,2014,6322,DRY,116,5.238320009,Subordinate,9.136666667,0.006666667,26.72666667
Feature713,ID 163,28/09/2014,9,2014,6375,DRY,207,7.391335415,Subordinate,3.882777778,0.053333333,31.38666667
Feature714,ID 121,27/09/2014,9,2014,6374,DRY,2219,6.191192798,Subordinate,2.013611111,0.053333333,31.47333333
Feature715,ID 159,30/09/2014,9,2014,6377,DRY,248,81.75744672,Subordinate,3.904166667,0.053333333,31.19666667
Feature716,ID 131,1/10/2014,9,2014,6378,DRY,1120,-7.55202725,Subordinate,5.889722222,0.053333333,30.74333333
Feature717,ID 177,8/10/2014,10,2014,6385,WET,113,-5.097942148,Subordinate,3.736111111,0.006666667,32.23666667
Feature718,ID 146,11/10/2014,10,2014,6388,WET,373,91.17147827,Subordinate,4.006666667,2.67E-16,32.43333333
Feature719,ID 184,13/10/2014,10,2014,6390,WET,42,-62.07727455,Subordinate,1.108055556,0.013333333,33.09333333
Feature720,ID 186,14/10/2014,10,2014,6391,WET,29,-105.871668,Subordinate,0.891944444,0.013333333,33.49
Feature721,ID 162,17/10/2014,10,2014,6394,WET,226,56.04930656,Subordinate,12.45916667,0.013333333,34.32
Feature722,ID 151,19/10/2014,10,2014,6396,WET,311,35.74343806,Subordinate,4.291666667,0.1666667,34.06666667
Feature723,ID 179,22/10/2014,10,2014,6399,WET,111,-36.84501854,Subordinate,3.188611111,0.1666667,33.81
Feature724,ID 185,22/10/2014,10,2014,6399,WET,51,-39.77524959,Subordinate,1.238611111,0.1666667,33.81
Feature725,ID 166,23/10/2014,10,2014,6400,WET,227,46.44248922,Subordinate,12.87055556,0.1666667,34.03
Feature726,ID 155,25/10/2014,10,2014,6402,WET,295,33.2749008,Subordinate,1.666666667,0.200000033,34.72333333
Feature727,ID 187,26/10/2014,10,2014,6403,WET,41,-69.25751155,Subordinate,0.797777778,0.200000033,34.66
Feature728,ID 183,29/10/2014,10,2014,6406,WET,58,2.521566376,Subordinate,1.455833333,0.493333267,34.13666667
Feature729,ID 176,29/10/2014,10,2014,6406,WET,134,42.39911004,Subordinate,3.905833333,0.493333267,34.13666667
Feature730,ID 136,29/10/2014,10,2014,6406,WET,1454,-10.81515911,Dominant,3.0725,0.493333267,34.13666667
Feature731,ID 147,1/11/2014,10,2014,6409,WET,389,-23.66001211,Subordinate,2.211111111,0.493333267,34.36666667
Feature732,ID 164,26/10/2014,10,2014,6403,WET,235,3.739923332,Subordinate,3.564444444,0.200000033,34.66
